link_to_page;date.publish;decision.name;date.publish.orig;category;page;category_name
http://www.ohr.int/?cat=342&paged=6;2001-11-30;Decision declaring the 6 October 2000 Decision on Zepce final and binding, thereby bringing into effect the new boundary lines;11/30/2001;342;6;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=6;2001-09-15;Decision providing the Agreement on Gornji Vakuf-Uskoplje from 2 August 2001, which unites Gornji Vakuf and Uskoplje into one municipality, with a legal base;09/15/2001;342;6;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=6;2000-10-06;Decision integrating the municipality of Zepce;10/06/2000;342;6;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=6;1999-07-06;Decision adding the Fundamental Interest Clause and the position of Deputy Head of Municipality to the Mostar City Municipalities Statutes;07/06/1999;342;6;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=6;1999-07-06;Decision on the establishment of the Cantonal Court and Municipal Courts in Konjic, Prozor-Rama, Citluk, Capljina, Stolac and Neum and the Central Zone of the City of Mostar;07/06/1999;342;6;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=6;1999-07-06;Decision determining the design of the seal of Herzegovina-Neretva Canton;07/06/1999;342;6;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=6;1999-07-06;Decision on the Law on Prosecution for the Central Zone of the City of Mostar;07/06/1999;342;6;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=7;1999-03-02;Decision on the second six-month extension of the Decision on the Interim Arrangement for the Mostar Airport starting 16 March 1999;03/02/1999;342;7;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=7;1998-08-30;Decision on the extension for six months of the Decision on the Interim Arrangement for the Mostar Airport starting 16 September 1998;08/30/1998;342;7;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=7;1998-07-31;Decision imposing the Law on Courts of the Herzegovina-Neretva Canton and the Law on the Court for the Central Zone of the City of Mostar;07/31/1998;342;7;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=7;1998-05-07;Decision on the establishment of municipal courts in Herzegovina-Neretva Canton;05/07/1998;342;7;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=7;1998-03-01;Decision establishing an Interim Arrangement to run the Mostar Airport;03/01/1998;342;7;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=350&paged=1;2014-08-19;Notice of Decision by the High Representative to Lift the Ban Imposed on Ivo Andrić-Lužanski by the High Representative Decision dated 7 March 2001;08/19/2014;350;1;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=1;2014-08-19;Notice of Decision by the High Representative to Lift the Ban Imposed on Dževad Mlaćo by the High Representative Decision dated 29 November 1999;08/19/2014;350;1;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=1;2014-08-19;Notice of Decision by the High Representative to Lift the Ban Imposed on Ante Jelavić by the High Representative Decision dated 7 March 2001;08/19/2014;350;1;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=1;2014-08-19;Notice of Decision by the High Representative to Lift the Ban Imposed on Đorđe Umićević by the High Representative Decision dated   29 November 1999;08/19/2014;350;1;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=1;2014-08-19;Notice of Decision by the High Representative to Lift the Remainder of the Ban Imposed on Momčilo Ristić by the High Representative Decision dated 29 November 1999;08/19/2014;350;1;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=1;2014-08-19;Notice of Decision by the High Representative to Lift the Remainder of the Ban Imposed on Munir Alibabić by the High Representative Decision dated 21 October 2002;08/19/2014;350;1;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=1;2014-08-19;Notice of Decision by the High Representative to Lift the Ban Imposed on Branko Matić by the High Representative Decision dated 1 December 2000;08/19/2014;350;1;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=1;2014-08-19;Notice of Decision by the High Representative to Lift the Ban Imposed on Mirsad Veladžić by the High Representative Decision dated 29 November 1999;08/19/2014;350;1;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=1;2014-08-19;Notice of Decision by the High Representative to Lift the Remainder of the Ban Imposed on Blaško Jevrić by the High Representative Decision dated 7 September 2000;08/19/2014;350;1;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=1;2014-08-19;Notice of Decision by the High Representative to Lift the Ban Imposed on Berislav Pušić by the High Representative Decision dated 11 October 2000;08/19/2014;350;1;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=1;2014-08-19;Notice of Decision by the High Representative to Lift the Ban Imposed on Himzo Đonko by the High Representative Decision dated 6 June 2009;08/19/2014;350;1;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=1;2014-08-19;Notice of Decision by the High Representative to Lift the Ban Imposed on Mara Jurković by the High Representative Decision dated 7 September 2000;08/19/2014;350;1;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=2;2014-08-19;Notice of Decision by the High Representative to Lift the Ban Imposed on Ferid Hodžić by the High Representative Decision dated 29 April 1999;08/19/2014;350;2;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=2;2014-08-19;Notice of Decision by the High Representative to Lift the Ban Imposed on Ivo Andrić-Lužanski by the High Representative Decision dated 7 March 2001;08/19/2014;350;2;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=2;2014-08-19;Notice of Decision by the High Representative to Lift the Ban Imposed on Dževad Mlaćo by the High Representative Decision dated 29 November 1999;08/19/2014;350;2;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=2;2014-08-19;Notice of Decision by the High Representative to Lift the Ban Imposed on Ante Jelavić by the High Representative Decision dated 7 March 2001;08/19/2014;350;2;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=2;2014-08-19;Notice of Decision by the High Representative to Lift the Ban Imposed on Đorđe Umićević by the High Representative Decision dated   29 November 1999;08/19/2014;350;2;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=2;2014-08-19;Notice of Decision by the High Representative to Lift the Remainder of the Ban Imposed on Momčilo Ristić by the High Representative Decision dated 29 November 1999;08/19/2014;350;2;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=2;2014-08-19;Notice of Decision by the High Representative to Lift the Remainder of the Ban Imposed on Munir Alibabić by the High Representative Decision dated 21 October 2002;08/19/2014;350;2;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=2;2014-08-19;Notice of Decision by the High Representative to Lift the Ban Imposed on Branko Matić by the High Representative Decision dated 1 December 2000;08/19/2014;350;2;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=2;2014-08-19;Notice of Decision by the High Representative to Lift the Ban Imposed on Mirsad Veladžić by the High Representative Decision dated 29 November 1999;08/19/2014;350;2;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=2;2014-08-19;Notice of Decision by the High Representative to Lift the Remainder of the Ban Imposed on Blaško Jevrić by the High Representative Decision dated 7 September 2000;08/19/2014;350;2;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=2;2014-08-19;Notice of Decision by the High Representative to Lift the Ban Imposed on Berislav Pušić by the High Representative Decision dated 11 October 2000;08/19/2014;350;2;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=2;2014-08-19;Notice of Decision by the High Representative to Lift the Ban Imposed on Himzo Đonko by the High Representative Decision dated 6 June 2009;08/19/2014;350;2;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=3;2014-08-19;Notice of Decision by the High Representative to Lift the Remainder of the Ban Imposed on Momčilo Ristić by the High Representative Decision dated 29 November 1999;08/19/2014;350;3;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=3;2014-08-19;Notice of Decision by the High Representative to Lift the Remainder of the Ban Imposed on Munir Alibabić by the High Representative Decision dated 21 October 2002;08/19/2014;350;3;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=3;2014-08-19;Notice of Decision by the High Representative to Lift the Ban Imposed on Branko Matić by the High Representative Decision dated 1 December 2000;08/19/2014;350;3;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=3;2014-08-19;Notice of Decision by the High Representative to Lift the Ban Imposed on Mirsad Veladžić by the High Representative Decision dated 29 November 1999;08/19/2014;350;3;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=3;2013-02-02;Notice of Decision by the High Representative to Lift the Ban Imposed on Bariša Letica by the High Representative Decision, dated 2 February 1999;02/02/2013;350;3;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=3;2012-10-23;Notice of Decision by the High Representative to Lift the Ban Imposed on Radislav Jovi?i? by the High Representative Decision, dated 6 June 2009;10/23/2012;350;3;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=3;2012-10-23;Notice of Decision by the High Representative to Lift the Ban Imposed on Mirko Mihaljevi? by the High Representative Decision, dated 22 May 2000;10/23/2012;350;3;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=3;2012-03-05;Notice of Decision by the High Representative to Lift the Ban Imposed on Nikola Lovrinovic by the High Representative Decision, dated 8 July 2005;03/05/2012;350;3;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=3;2011-06-10;Notice of Decision by the High Representative to Lift the Bans Imposed on a Number of Former Public Officials by High Representative Decisions;06/10/2011;350;3;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=3;2010-08-14;Notice of Decision by the High Representative to Lift the Ban Imposed on Mladen Tolj by the High Representative Decision, dated 1 June 2001;08/14/2010;350;3;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=3;2010-08-14;Notice of Decision by the High Representative to Lift the Ban Imposed on Pero Madžar by the High Representative Decision, dated 29 November 1999;08/14/2010;350;3;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=3;2010-08-14;Notice of Decision by the High Representative to Lift the Ban Imposed on Davor Šilić by the High Representative Decision, dated 23 May 2002;08/14/2010;350;3;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=4;2010-01-25;Notice of Decision by the High Representative to Lift the Ban Imposed on Ivan Đogić by the High Representative Decision, dated 26 June 2001;01/25/2010;350;4;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=4;2010-01-25;Notice of Decision by the High Representative to Lift the Ban Imposed on Zvonko Prskalo by the High Representative Decision, dated 26 June 2001;01/25/2010;350;4;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=4;2010-01-25;Notice of Decision by the High Representative to Lift the Ban Imposed on Svetozar Aćimović by the High Representative Decision, dated 26 February 2003;01/25/2010;350;4;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=4;2009-11-05;Notice of Decision by the High Representative to Lift the Ban Imposed on Obren Zeljaja by the High Representative Decision, dated 29 November 1999;11/05/2009;350;4;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=4;2009-11-05;Notice of Decision by the High Representative to Lift the Ban Imposed on Nedžad Behram by the High Representative Decision, dated 29 November 1999;11/05/2009;350;4;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=4;2009-11-05;Notice of Decision by the High Representative to Lift the Ban Imposed on Dragutin Đurđević by the High Representative Decision, dated 7 September 2000;11/05/2009;350;4;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=4;2009-08-21;Notice of Decision by the High Representative to Lift the Ban Imposed on Dragan Kalinić by the High Representative Decision, dated 30 June 2004;08/21/2009;350;4;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=4;2009-08-21;Notice of Decision by the High Representative to Lift the Ban Imposed on Nemanja Vasić by the High Representative Decision, dated 30 June 2004;08/21/2009;350;4;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=4;2009-08-21;Notice of Decision by the High Representative to Lift the Ban Imposed on Jovo Kosmajac by the High Representative Decision, dated 30 June 2004;08/21/2009;350;4;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=4;2009-08-21;Notice of Decision by the High Representative to Lift the Ban Imposed on Savo Krunić by the High Representative Decision, dated 30 June 2004;08/21/2009;350;4;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=4;2009-06-06;Decision To remove mr. Radislav Jovičić from his current position in the State Investigation and Protection Agency of Bosnia and Herzegovina;06/06/2009;350;4;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=4;2009-06-06;Decision To remove Mr. Himzo Đonko from his position as the Police Commissioner of Herzegovina-Neretva Canton;06/06/2009;350;4;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=5;2008-07-09;Notice of Decision by the High Representative To Repeal the Order Seizing Travel Documents of Certain Individuals;07/09/2008;350;5;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=5;2008-05-30;Decision To remove Mr. Predrag Čeranić from his current position in the Intelligence and Security Agency of Bosnia and Herzegovina,;05/30/2008;350;5;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=5;2007-07-10;Decision to remove Dragomir Andan from his position as Deputy Head of Administration for Police Education of the Ministry of the Interior of the Republika Srpska;07/10/2007;350;5;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=5;2007-06-29;Notice of Decision by the High Representative to Lift the Ban Imposed on Dragan Meter by the High Representative Decision, dated 29 November 1999;06/29/2007;350;5;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=5;2007-03-30;Notice of Decision by the High Representative to Lift the Effect of Decision, dated 22 May 2000, Removing Mr. Stiepo Andrijic from his Position of President of the Management Board of the Federation Privatization Agency;03/30/2007;350;5;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=5;2006-12-04;Notice of Decision by the High Representative to Lift Partially the Ban Imposed on Munir Alibabic by the High Representative Decision, dated 21 October 2002;12/04/2006;350;5;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=5;2006-12-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Mijat Tuka by the High Representative Decision, dated 28 March 2003;12/04/2006;350;5;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=5;2006-08-17;Notice of Decision by the High Representative to Lift the Ban Imposed on Emin Skopljak by the High Representative Decision, dated 17 July 2000;08/17/2006;350;5;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=5;2006-08-17;Notice of Decision by the High Representative to Lift the Ban Imposed on Ahmed Smajic;08/17/2006;350;5;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=5;2006-08-17;Notice of Decision by the High Representative to Lift the Ban Imposed on Ivan Mandic by the High Representative Decision, dated 15 January 2002;08/17/2006;350;5;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=5;2006-08-17;Notice of Decision by the High Representative to Lift the Ban Imposed on Mirko Stojcinovic by the High Representative Decision, dated 2 September 2002;08/17/2006;350;5;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=5;2006-07-07;Decision lifting the ban from office within political parties in the removal decisions issued by the High Representative;07/07/2006;350;5;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=6;2006-06-30;Notice of Decision by the High Representative to Lift the Ban Imposed on Milos Krstic by the High Representative Decision, dated 11 October 2000;06/30/2006;350;6;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=6;2006-06-30;Notice of Decision by the High Representative to Lift the Ban Imposed on Ramiz Dzaferovic by the High Representative Decision, dated 27 July 2000;06/30/2006;350;6;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=6;2006-06-30;Notice of Decision by the High Representative to Lift the Ban Imposed on Elvedin Hrelja by the High Representative Decision, dated 29 November 1999;06/30/2006;350;6;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=6;2006-06-30;Notice of Decision by the High Representative to Lift the Ban Imposed on Edhem Bicakcic by the High Representative Decisions, dated 23 February 2001 and 13 March 2003;06/30/2006;350;6;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=6;2006-06-30;Notice of Decision by the High Representative to Lift the Ban Imposed on Kemal Terzic by the High Representative Decision, dated 2 June 2002;06/30/2006;350;6;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=6;2006-06-30;Notice of Decision by the High Representative to Lift the Ban Imposed on Kemal Brodlija by the High Representative Decision, dated 29 November 1999;06/30/2006;350;6;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=6;2006-06-30;Notice of Decision by the High Representative to Lift the Ban Imposed on Enes Cengic by the High Representative Decision, dated 11 October 2000;06/30/2006;350;6;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=6;2006-04-04;Decision further limiting the scope of the ban from public office in the removal decisions issued by the High Representative;04/04/2006;350;6;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=6;2006-01-30;Notice of Decision by the High Representative to Lift the Ban Imposed on Svetozar Radulovic by the High Representative Decision, dated 30 June 2004.;01/30/2006;350;6;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=6;2006-01-30;Notice of Decision by the High Representative to Lift the Ban Imposed on Zeljko Jungic by the High Representative Decision, dated 30 June 2004.;01/30/2006;350;6;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=6;2006-01-30;Notice of Decision by the High Representative to Lift the Ban Imposed on Goran Popovic by the High Representative Decision, dated 30 June 2004;01/30/2006;350;6;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=6;2006-01-30;Notice of Decision by the High Representative to Lift the Ban Imposed on Hajrudin Husic by the High Representative Decision, dated 07 September 2000;01/30/2006;350;6;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=7;2006-01-30;Notice of Decision by the High Representative to Lift the Ban Imposed on Sevala Brankovic by the High Representative Decision, dated 07 September 2000;01/30/2006;350;7;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=7;2006-01-30;Notice of Decision by the High Representative to Lift the Ban Imposed on Sanja Srna by the High Representative Decision, dated 07 September 2000;01/30/2006;350;7;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=7;2006-01-30;Notice of Decision by the High Representative to Lift the Ban Imposed on Miladin Pesic by the High Representative Decision, dated 29 November 1999;01/30/2006;350;7;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=7;2005-11-28;Decision Limiting the Scope of the Ban from Public Office in the Removal Decisions Issued by the High Representative;11/28/2005;350;7;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=7;2005-11-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Dragan Dobrilovic by the High Representative Decision, dated 30 June 2004.;11/04/2005;350;7;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=7;2005-11-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Slobodan Saraba by the High Representative Decision, dated 30 June 2004.;11/04/2005;350;7;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=7;2005-11-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Milan Bogicevic by the High Representative Decision, dated 30 June 2004.;11/04/2005;350;7;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=7;2005-11-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Zoran Ostojic by the High Representative Decision, dated 16 December 2004.;11/04/2005;350;7;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=7;2005-11-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Milos Tomovic by the High Representative Decision, dated 30 June 2004.;11/04/2005;350;7;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=7;2005-11-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Zeljko Tadic by the High Representative Decision, dated 30 June 2004.;11/04/2005;350;7;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=7;2005-11-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Zoran Spasojevic by the High Representative Decision, dated 30 June 2004.;11/04/2005;350;7;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=7;2005-11-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Ratko Misanovic by the High Representative Decision, dated 30 June 2004.;11/04/2005;350;7;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=8;2005-11-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Ilija Drpa by the High Representative Decision, dated 30 June 2004.;11/04/2005;350;8;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=8;2005-11-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Slavko Kujundzic by the High Representative Decision, dated 30 June 2004.;11/04/2005;350;8;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=8;2005-11-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Milos Glogovac by the High Representative Decision, dated 30 June 2004.;11/04/2005;350;8;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=8;2005-11-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Vojislav Gligic by the High Representative Decision, dated 30 June 2004.;11/04/2005;350;8;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=8;2005-11-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Dusan Beric by the High Representative Decision, dated 30 June 2004.;11/04/2005;350;8;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=8;2005-11-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Dusan Umicevic by the High Representative Decision, dated 7 September 2000.;11/04/2005;350;8;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=8;2005-11-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Branko Trbojevic by the High Representative Decision, dated 07 September 2000;11/04/2005;350;8;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=8;2005-11-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Zaharije Simicevic by the High Representative Decision, dated 07 September 2000;11/04/2005;350;8;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=8;2005-11-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Stipe Maric by the High Representative Decision, dated 29 November 1999.;11/04/2005;350;8;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=8;2005-11-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Milan Kecman by the High Representative Decision, dated 29 November 1999.;11/04/2005;350;8;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=8;2005-11-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Milan Djuric by the High Representative Decision, dated 29 November 1999.;11/04/2005;350;8;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=8;2005-11-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Ivan Damjanovic by the High Representative Decision, dated 07 September 2000;11/04/2005;350;8;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=9;2005-11-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Stipo Babic by the High Representative Decision, dated 16 September 1999.;11/04/2005;350;9;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=9;2005-11-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Rasim Sahinovic by the High Representative Decision, dated 29 November 1999.;11/04/2005;350;9;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=9;2005-11-04;Notice of Decision by the High Representative to Lift the Ban Imposed on Momcilo Ristic by the High Representative Decision, dated 07 September 2000;11/04/2005;350;9;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=9;2005-10-28;Decision removing Mr. Milovan R. Pecelj from his position as Minister of Education and Culture of Republika Srpska;10/28/2005;350;9;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=9;2005-08-25;Notice of Decision by the High Representative to Lift the Ban Imposed on Dragan Zelenika by the High Representative Decision, dated  15 November 2000;08/25/2005;350;9;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=9;2005-08-25;Notice of Decision by the High Representative to Lift the Ban Imposed on Edin Suljic by the High Representative Decision, dated  15 November 2000;08/25/2005;350;9;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=9;2005-07-08;Decision to remove Nikola Lovrinovic from his position as Minister of Education of the Central Bosnia Canton;07/08/2005;350;9;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=9;2005-06-09;Notice of Decision by the High Representative to Lift the Ban Imposed on Nikola Grabovac by the High Representative Decision, dated  14 June 2002;06/09/2005;350;9;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=9;2005-06-03;Notice of Decision by the High Representative to Lift the Ban Imposed on Blasko Jevric by the High Representative Decision, dated 07 September 2000;06/03/2005;350;9;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=9;2005-05-05;Notice of Decision by the High Representative to Lift the Ban Imposed on Zeljko Trivan by the High Representative Decision, dated 07 September 2000;05/05/2005;350;9;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=9;2005-05-05;Notice of Decision by the High Representative to Lift the Ban Imposed on Branka Dadic by the High Representative Decision, dated 26 April 2001;05/05/2005;350;9;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=9;2005-05-05;Notice of Decision by the High Representative to Lift the Ban Imposed on Marina Deronjic by the High Representative Decision, dated 29 November 1999;05/05/2005;350;9;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=10;2005-03-29;Decision removing Dragan Covic from his position as a Member of the Presidency of BiH;03/29/2005;350;10;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=10;2004-06-30;The High Representative’s Decision to remove Milenko Stanic from his positions as Member of the Main Board of the SDS and Member of the Republika Srpska National Assembly and from other public and party positions he currently holds;06/30/2004;350;10;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=10;2004-04-20;Decision removing General Cvetko Savic from his position as Chief of the General Staff of Republika Srpska and from the Army of Republika Srpska;04/20/2004;350;10;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=10;2004-04-20;Decision removing Mr. Dejan Miletic from his position as Head of Republika Srpska Secretariat for Relations with the International Criminal Tribunal in The Hague and Research of War Crimes;04/20/2004;350;10;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=10;2004-02-10;Decision removing Mr. Mirko Sarovic from his position in the Serb Democratic Party;02/10/2004;350;10;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=10;2004-02-10;Decision removing Mr. Ivan Sarac from his position as Police Station Commander in Pale;02/10/2004;350;10;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=10;2004-02-10;Decision removing Mr. Veljko Borovcanin from his position as Chief of the Center for Public Security in Srpsko Sarajevo;02/10/2004;350;10;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=10;2004-02-10;Decision removing Mr. Dragan Basevic from his position as Police Official in Srpsko Sarajevo;02/10/2004;350;10;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=10;2003-07-09;Decision to remove Mr. Dragomir Vasic from his position as member of the Republika Srpska National Assembly and as councillor in the Zvornik Municipal Assembly;07/09/2003;350;10;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=10;2003-07-07;Decision To remove Mr. Djojo Arsenovic from his position as member of the Republika Srpska National Assembly, and to bar him from holding any official;07/07/2003;350;10;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=10;2003-03-28;Decision removing Mr. Mijat Tuka from his position as a member of the House of Representatives of the Federation of Bosnia and Herzegovina;03/28/2003;350;10;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=10;2003-03-14;Dacision to remove Mr. Edhem Bicakcic from his present position with, and to bar him from any further employment;03/14/2003;350;10;Removals and Suspensions from Office
http://www.ohr.int/?cat=350&paged=11;2003-03-07;Decision to remove Mr. Milovan Bjelica from his position as Chairman of the Municipal Assembly of Srpsko Sarajevo;03/07/2003;350;11;Removals and Suspensions from Office
