1;name.original;name.unified1;name.unified2;comment;changed in R;ethnicity;coalition;number of partners;coalition.partner1;coalition.partner2;coalition.partner3;coalition.partner4;
504;Markovic Zvonko - Neovisni Kandidat;Markovic Zvonko - Neovisni Kandidat;independent;;;nk;;;;;;;
505;Masic Sasa - Nezavisni Kandidat;Masic Sasa - Nezavisni Kandidat;independent;;;nk;;;;;;;
506;Mastalo Zlatan;Mastalo Zlatan;independent;;;nk;;;;;;;
507;Mazalovic A Adem - Ado;Mazalovic A Adem - Ado;independent;;;nk;;;;;;;
508;Mazalovic A. Adem - Ado;Mazalovic A. Adem - Ado;independent;;;nk;;;;;;;
510;Medojevic Dragoslav - Nezavisni Kandidat;Medojevic Dragoslav - Nezavisni Kandidat;independent;;;nk;;;;;;;
511;Mehic Mehmed - Gari;Mehic Mehmed - Gari;independent;;;nk;;;;;;;
512;Mehic Mehmed - Nezavisni Kandidat;Mehic Mehmed - Nezavisni Kandidat;independent;;;nk;;;;;;;
513;Memic Vejsil;Memic Vejsil;independent;;;nk;;;;;;;
514;Mesarevic Rukija;Mesarevic Rukija;independent;;;nk;;;;;;;
515;Mesarevic Rukija - Nezavisni Kandidat;Mesarevic Rukija - Nezavisni Kandidat;independent;;;nk;;;;;;;
516;Mevludin Ikanovic - Nezavisni Kandidat;Mevludin Ikanovic - Nezavisni Kandidat;independent;;;nk;;;;;;;
517;Micic Ljubo - Nezavisni Kandidat;Micic Ljubo - Nezavisni Kandidat;independent;;;nk;;;;;;;
518;Mijo Bozic;Mijo Bozic;independent;;;nk;;;;;;;
519;Mika Damjanovic-avdo;Mika Damjanovic-avdo;independent;;;nk;;;;;;;
520;Milakovic Milorad;Milakovic Milorad;independent;;;nk;;;;;;;
521;Milan Kondic;Milan Kondic;independent;;;nk;;;;;;;
522;Milan Sarenac;Milan Sarenac;independent;;;nk;;;;;;;
523;Milanovic Miodrag - Nezavisni Kandidat;Milanovic Miodrag - Nezavisni Kandidat;independent;;;nk;;;;;;;
524;Mile Gvozdenovic;Mile Gvozdenovic;independent;;;nk;;;;;;;
525;Mile Radovan - Miso;Mile Radovan - Miso;independent;;;nk;;;;;;;
526;Milena Eljuga;Milena Eljuga;independent;;;nk;;;;;;;
527;Milenko Pecanac;Milenko Pecanac;independent;;;nk;;;;;;;
528;Milenko Stjepanovic;Milenko Stjepanovic;independent;;;nk;;;;;;;
529;Milic Sinisa - Nezavisni Kandidat;Milic Sinisa - Nezavisni Kandidat;independent;;;nk;;;;;;;
530;Milicevic Mario - Neovisni Kandidat;Milicevic Mario - Neovisni Kandidat;independent;;;nk;;;;;;;
531;Milivoje Lazic;Milivoje Lazic;independent;;;nk;;;;;;;
532;Miljevic Rajko - Nezavisni Kandidat;Miljevic Rajko - Nezavisni Kandidat;independent;;;nk;;;;;;;
533;Miloja Misiraca;Miloja Misiraca;independent;;;nk;;;;;;;
534;Milos Lero;Milos Lero;independent;;;nk;;;;;;;
535;Milos Tomic;Milos Tomic;independent;;;nk;;;;;;;
536;Milosava Jakovljevic;Milosava Jakovljevic;independent;;;nk;;;;;;;
537;Milovan Antonic;Milovan Antonic;independent;;;nk;;;;;;;
538;Milovanovic Branislav - Nezavisni Kandidat;Milovanovic Branislav - Nezavisni Kandidat;independent;;;nk;;;;;;;
540;Miovan Vokovic;Miovan Vokovic;independent;;;nk;;;;;;;
541;Mirko Curcija;Mirko Curcija;independent;;;nk;;;;;;;
542;Mirko Davidovic;Mirko Davidovic;independent;;;nk;;;;;;;
543;Mirkovic Aleksandar - Nezavisni Kandidat;Mirkovic Aleksandar - Nezavisni Kandidat;independent;;;nk;;;;;;;
544;Mirkovic Snjezana - Nezavisni Kandidat;Mirkovic Snjezana - Nezavisni Kandidat;independent;;;nk;;;;;;;
545;Miroslav Lukic;Miroslav Lukic;independent;;;nk;;;;;;;
546;Miroslav Vracevic;Miroslav Vracevic;independent;;;nk;;;;;;;
548;Mladen Bosnjak;Mladen Bosnjak;independent;;;nk;;;;;;;
549;Mladen Duric;Mladen Duric;independent;;;nk;;;;;;;
550;Mladen Tomic;Mladen Tomic;independent;;;nk;;;;;;;
551;Mohamed Yaser Sabbagh;Mohamed Yaser Sabbagh;independent;;;nk;;;;;;;
552;Momcilo Glamocic;Momcilo Glamocic;independent;;;nk;;;;;;;
553;Momir Bukovica;Momir Bukovica;independent;;;nk;;;;;;;
554;Momir Jankovic;Momir Jankovic;independent;;;nk;;;;;;;
556;Moranjkic Muhamed;Moranjkic Muhamed;independent;;;nk;;;;;;;
557;Morankic Refik - Fiko;Morankic Refik - Fiko;independent;;;nk;;;;;;;
559;Muhamed Cuforvic - Dado;Muhamed Cuforvic - Dado;independent;;;nk;;;;;;;
560;Muhamed Fekovic;Muhamed Fekovic;independent;;;nk;;;;;;;
563;Muhidin Jusic;Muhidin Jusic;independent;;;nk;;;;;;;
565;Mujezinovic Sedad - Nezavisni Kandidat;Mujezinovic Sedad - Nezavisni Kandidat;independent;;;nk;;;;;;;
567;Mujic Nazif;Mujic Nazif;independent;;;nk;;;;;;;
568;Muratovic Abdulgafar - Nezavisni Kandidat;Muratovic Abdulgafar - Nezavisni Kandidat;independent;;;nk;;;;;;;
569;Muratovic Amir - Nezavisni Kandidat;Muratovic Amir - Nezavisni Kandidat;independent;;;nk;;;;;;;
570;Muratovic/saban/ramo-gurman;Muratovic/saban/ramo-gurman;independent;;;nk;;;;;;;
573;Music Adil;Music Adil;independent;;;nk;;;;;;;
574;Music Adil - Nezavisni Kandidat;Music Adil - Nezavisni Kandidat;independent;;;nk;;;;;;;
575;Music Asim - Nezavisni Kandidat;Music Asim - Nezavisni Kandidat;independent;;;nk;;;;;;;
576;Music Salko;Music Salko;independent;;;nk;;;;;;;
577;Music Salko - Nezavisni Kandidat;Music Salko - Nezavisni Kandidat;independent;;;nk;;;;;;;
580;Mustafa Caljakovic;Mustafa Caljakovic;independent;;;nk;;;;;;;
581;Mustafa Ferizovic;Mustafa Ferizovic;independent;;;nk;;;;;;;
582;Mustafa Hrkic;Mustafa Hrkic;independent;;;nk;;;;;;;
583;Napredak Za Vlasenicu;Napredak Za Vlasenicu;independent;;;nk;;;;;;;
602;Nastasic Nikola;Nastasic Nikola;independent;;;nk;;;;;;;
604;Nebojsa Stegic;Nebojsa Stegic;independent;;;nk;;;;;;;
605;Nedeljko Debeljak;Nedeljko Debeljak;independent;;;nk;;;;;;;
606;Nedeljko Simic;Nedeljko Simic;independent;;;nk;;;;;;;
607;Nedjelko Eres-skico;Nedjelko Eres-skico;independent;;;nk;;;;;;;
608;Nefic Alija - Nezavisni Kandidat;Nefic Alija - Nezavisni Kandidat;independent;;;nk;;;;;;;
609;Nenad Ponorac;Nenad Ponorac;independent;;;nk;;;;;;;
610;Neovisna Lista Hrvatski Glas;Neovisna Lista Hrvatski Glas;independent;;;nk;;;;;;;
611;Neovisna Lista Sos Siroki Brijeg;Neovisna Lista Sos Siroki Brijeg;independent;;;nk;;;;;;;
612;Neovisna Lista Za Kupres;Neovisna Lista Za Kupres;independent;;;nk;;;;;;;
613;Neovisna Lista Za Prozor-ramu;Neovisna Lista Za Prozor-ramu;independent;;;nk;;;;;;;
614;Nermin Jaramaz Zv. Germa;Nermin Jaramaz Zv. Germa;independent;;;nk;;;;;;;
617;Nezavisna Lista - Za Moj Grad;Nezavisna Lista - Za Moj Grad;independent;;;nk;;;;;;;
618;Nezavisna Lista Bih;Nezavisna Lista Bih;independent;;;nk;;;;;;;
619;Nezavisna Lista Buzim;Nezavisna Lista Buzim;independent;;;nk;;;;;;;
620;Nezavisna Lista Buzim - 2008;Nezavisna Lista Buzim - 2008;independent;;;nk;;;;;;;
621;Nezavisna Lista Cazinski Slobodni Demokrati - Csd;Nezavisna Lista Cazinski Slobodni Demokrati - Csd;independent;;;nk;;;;;;;
622;Nezavisna Lista Glas Za Orasje;Nezavisna Lista Glas Za Orasje;independent;;;nk;;;;;;;
623;Nezavisna Lista Gradanska Inicijativa;Nezavisna Lista Gradanska Inicijativa;independent;;;nk;;;;;;;
624;Nezavisna Lista Ismet Omerovic;Nezavisna Lista Ismet Omerovic;independent;;;nk;;;;;;;
625;Nezavisna Lista Kladanj;Nezavisna Lista Kladanj;independent;;;nk;;;;;;;
626;Nezavisna Lista Svi Za Banjaluku;Nezavisna Lista Svi Za Banjaluku;independent;;;nk;;;;;;;
627;Nezavisna Lista Za Bos.gradisku/gradisku;Nezavisna Lista Za Bos.gradisku/gradisku;independent;;;nk;;;;;;;
628;Nezavisna Lista Za Han Pijesak;Nezavisna Lista Za Han Pijesak;independent;;;nk;;;;;;;
629;Nezavisna Lista Za Kakanj-k1;Nezavisna Lista Za Kakanj-k1;independent;;;nk;;;;;;;
630;Nezavisna Lista Za Kljuc;Nezavisna Lista Za Kljuc;independent;;;nk;;;;;;;
631;Nezavisna Lista Za Pelagicevo;Nezavisna Lista Za Pelagicevo;independent;;;nk;;;;;;;
632;Nezavisna Lista Za Visoko;Nezavisna Lista Za Visoko;independent;;;nk;;;;;;;
633;Nezavisna Lista Zaseok;Nezavisna Lista Zaseok;independent;;;nk;;;;;;;
634;Nezavisna Lista Zepce;Nezavisna Lista Zepce;independent;;;nk;;;;;;;
636;Nezavisna Stranka Dr Mihajlo Tovirac;Nezavisna Stranka Dr Mihajlo Tovirac;independent;;;nk;;;;;;;
637;Nezavisna Stranka Dr. Mihaljo Tovirac;Nezavisna Stranka Dr. Mihaljo Tovirac;independent;;;nk;;;;;;;
641;Nezavisni Kandidat;Nezavisni Kandidat;independent;;;nk;;;;;;;
642;Nezavisni Kandidat Kotur, Trkulja, Latinovic;Nezavisni Kandidat Kotur, Trkulja, Latinovic;independent;;;nk;;;;;;;
645;Nezir Delic;Nezir Delic;independent;;;nk;;;;;;;
646;Nezvisni Kandidat;Nezvisni Kandidat;independent;;;nk;;;;;;;
647;Ngi - Kozarac;Ngi - Kozarac;independent;;;nk;;;;;;;
648;Nikoa G. Vujnovic;Nikoa G. Vujnovic;independent;;;nk;;;;;;;
649;Nikola Topalovic;Nikola Topalovic;independent;;;nk;;;;;;;
650;Nikolic Dragica - Nezavisni Kandidat;Nikolic Dragica - Nezavisni Kandidat;independent;;;nk;;;;;;;
651;Nikolic Jovan;Nikolic Jovan;independent;;;nk;;;;;;;
652;Nikolic M. Stevan;Nikolic M. Stevan;independent;;;nk;;;;;;;
662;Novakovic Damir - Nezavisni Kandidat;Novakovic Damir - Nezavisni Kandidat;independent;;;nk;;;;;;;
663;Novakovic Drasko - Nezavisni Kandidat;Novakovic Drasko - Nezavisni Kandidat;independent;;;nk;;;;;;;
665;Novi Nebojsa;Novi Nebojsa;independent;;;nk;;;;;;;
668;Numo Velic;Numo Velic;independent;;;nk;;;;;;;
669;Nusret Celik;Nusret Celik;independent;;;nk;;;;;;;
670;Obren Zivanovic;Obren Zivanovic;independent;;;nk;;;;;;;
673;Orucevic Nagib;Orucevic Nagib;independent;;;nk;;;;;;;
674;Osman Djozo;Osman Djozo;independent;;;nk;;;;;;;
675;Osmanovic Kasim - Nezavisna Lista - Za Moj Grad;Osmanovic Kasim - Nezavisna Lista - Za Moj Grad;independent;;;nk;;;;;;;
677;Osmic Nehrudin;Osmic Nehrudin;independent;;;nk;;;;;;;
686;Pavlovic Milenko - Nezavisni Kandidat;Pavlovic Milenko - Nezavisni Kandidat;independent;;;nk;;;;;;;
687;Pavlovic Milisav - Nezavisni Kandidat;Pavlovic Milisav - Nezavisni Kandidat;independent;;;nk;;;;;;;
688;Pazin Aleksandar - Nezavisni Kandidat;Pazin Aleksandar - Nezavisni Kandidat;independent;;;nk;;;;;;;
700;Peric Zelimir - Nezavisni Kandidat;Peric Zelimir - Nezavisni Kandidat;independent;;;nk;;;;;;;
701;Perkovic Jakov - Neovisni Kandidat;Perkovic Jakov - Neovisni Kandidat;independent;;;nk;;;;;;;
702;Pero Galic;Pero Galic;independent;;;nk;;;;;;;
703;Pero Kozomara;Pero Kozomara;independent;;;nk;;;;;;;
704;Petar Radic;Petar Radic;independent;;;nk;;;;;;;
705;Petkovic Radomir - Nezavisni Kandidat;Petkovic Radomir - Nezavisni Kandidat;independent;;;nk;;;;;;;
706;Petrovic Ivana - Neovisni Kandidat;Petrovic Ivana - Neovisni Kandidat;independent;;;nk;;;;;;;
707;Pinjuh Sandra - Neovisni Kandidat;Pinjuh Sandra - Neovisni Kandidat;independent;;;nk;;;;;;;
726;Poric Amir - Nezavisni Kandidat;Poric Amir - Nezavisni Kandidat;independent;;;nk;;;;;;;
730;Pranjic Juro - Neovisni Kandidat;Pranjic Juro - Neovisni Kandidat;independent;;;nk;;;;;;;
731;Prava Lista Neovisnih Kandidata;Prava Lista Neovisnih Kandidata;independent;;;nk;;;;;;;
732;Predrag Borojevic;Predrag Borojevic;independent;;;nk;;;;;;;
736;Profesor Alaga Topic;Profesor Alaga Topic;independent;;;nk;;;;;;;
737;Proleta Vjekoslav - Neovisni Kandidat;Proleta Vjekoslav - Neovisni Kandidat;independent;;;nk;;;;;;;
739;Puskar Idita - Nezavisni Kandidat;Puskar Idita - Nezavisni Kandidat;independent;;;nk;;;;;;;
741;Rade Mikac;Rade Mikac;independent;;;nk;;;;;;;
742;Rade Topic;Rade Topic;independent;;;nk;;;;;;;
743;Radenko Todorovic;Radenko Todorovic;independent;;;nk;;;;;;;
744;Radic Sinisa - Nezavisni Kandidat;Radic Sinisa - Nezavisni Kandidat;independent;;;nk;;;;;;;
753;Radoncic Ramo Dipl. Ecc.;Radoncic Ramo Dipl. Ecc.;independent;;;nk;;;;;;;
754;Radonjic Zeljko - Nezavisni Kandidat;Radonjic Zeljko - Nezavisni Kandidat;independent;;;nk;;;;;;;
755;Radovanovic Slavko - Nezavisni Kandidat;Radovanovic Slavko - Nezavisni Kandidat;independent;;;nk;;;;;;;
756;Rajko Avramovic;Rajko Avramovic;independent;;;nk;;;;;;;
757;Rakanovic Blago;Rakanovic Blago;independent;;;nk;;;;;;;
758;Rakanovic Brano;Rakanovic Brano;independent;;;nk;;;;;;;
759;Rakanovic Stanko;Rakanovic Stanko;independent;;;nk;;;;;;;
761;Ramic Idriz - Nezavisni Kandidat;Ramic Idriz - Nezavisni Kandidat;independent;;;nk;;;;;;;
762;Ranko Bakic;Ranko Bakic;independent;;;nk;;;;;;;
764;Rasic Ante - Neovisni Kandidat;Rasic Ante - Neovisni Kandidat;independent;;;nk;;;;;;;
765;Rasim Kovacevic;Rasim Kovacevic;independent;;;nk;;;;;;;
767;Redzic Husein;Redzic Husein;independent;;;nk;;;;;;;
773;Resul Husic - Nezavisni Kandidat;Resul Husic - Nezavisni Kandidat;independent;;;nk;;;;;;;
774;Ristan Ristic;Ristan Ristic;independent;;;nk;;;;;;;
775;Ristanovic Dalibor - Nezavisni Kandidat;Ristanovic Dalibor - Nezavisni Kandidat;independent;;;nk;;;;;;;
776;Ristic Cedo;Ristic Cedo;independent;;;nk;;;;;;;
777;Ristic Dragan - Nezavisni Kandidat;Ristic Dragan - Nezavisni Kandidat;independent;;;nk;;;;;;;
778;Ristic Marko - Nezavisni Kandidat;Ristic Marko - Nezavisni Kandidat;independent;;;nk;;;;;;;
779;Rof Nikola Pasic;Rof Nikola Pasic;independent;;;nk;;;;;;;
780;Rover Franjo - Nezavisni Kandidat;Rover Franjo - Nezavisni Kandidat;independent;;;nk;;;;;;;
781;Ruzic Ivica - Neovisni Kandidat;Ruzic Ivica - Neovisni Kandidat;independent;;;nk;;;;;;;
782;Sabljic Danijela - Neovisni Kandidat;Sabljic Danijela - Neovisni Kandidat;independent;;;nk;;;;;;;
783;Sabljic Josip - Neovisni Kandidat;Sabljic Josip - Neovisni Kandidat;independent;;;nk;;;;;;;
784;Sabo Ivanovic;Sabo Ivanovic;independent;;;nk;;;;;;;
785;Sadik Pazarac;Sadik Pazarac;independent;;;nk;;;;;;;
786;Safer Zrnanovic;Safer Zrnanovic;independent;;;nk;;;;;;;
787;Safet Kukolj;Safet Kukolj;independent;;;nk;;;;;;;
788;Sajic Dragan - Nezavisni Kandidat;Sajic Dragan - Nezavisni Kandidat;independent;;;nk;;;;;;;
789;Salcin Mahir - Nezavisni Kandidat;Salcin Mahir - Nezavisni Kandidat;independent;;;nk;;;;;;;
790;Salem Rudic;Salem Rudic;independent;;;nk;;;;;;;
796;Samardzic Dulaga;Samardzic Dulaga;independent;;;nk;;;;;;;
797;Samir Plasto;Samir Plasto;independent;;;nk;;;;;;;
798;Sanja Sabljic;Sanja Sabljic;independent;;;nk;;;;;;;
801;Saric Saban;Saric Saban;independent;;;nk;;;;;;;
802;Saric/huse/husein;Saric/huse/husein;independent;;;nk;;;;;;;
803;Saudin Hrnjic;Saudin Hrnjic;independent;;;nk;;;;;;;
812;Savic Ozrenka - Nezavisni Kandidat;Savic Ozrenka - Nezavisni Kandidat;independent;;ok;nk;;;;;;;
813;Savic Radislav - Nezavisni Kandidat;Savic Radislav - Nezavisni Kandidat;independent;;ok;nk;;;;;;;
814;Savic Vaso;Savic Vaso;independent;;;nk;;;;;;;
815;Savo Ivkovic;Savo Ivkovic;independent;;ok;nk;;;;;;;
816;Savo Stejpanovic;Savo Stejpanovic;independent;;ok;nk;;;;;;;
837;Sead Idrizovic;Sead Idrizovic;independent;;;nk;;;;;;;
838;Sehic Sead Seha;Sehic Sead Seha;independent;;;nk;;;;;;;
839;Sead Softic;Sead Softic;independent;;;nk;;;;;;;
840;Sead Tafro;Sead Tafro;independent;;;nk;;;;;;;
844;Sejfiji Muhamed - Nezavisni Kandidat;Sejfiji Muhamed - Nezavisni Kandidat;independent;;;nk;;;;;;;
845;Sekulic Vidosav - Nezavisni Kandidat;Sekulic Vidosav - Nezavisni Kandidat;independent;;;nk;;;;;;;
850;Selvedin Satorovic;Selvedin Satorovic;independent;;;nk;;;;;;;
851;Senad Catic;Senad Catic;independent;;;nk;;;;;;;
852;Senad Fazlic;Senad Fazlic;independent;;;nk;;;;;;;
853;Sepic Rifet;Sepic Rifet;independent;;;nk;;;;;;;
854;Serifovic Edin - Nezavisni Kandidat;Serifovic Edin - Nezavisni Kandidat;independent;;;nk;;;;;;;
856;Sevarika Srdan;Sevarika Srdan;independent;;;nk;;;;;;;
858;Silvije Vrdoljak;Silvije Vrdoljak;independent;;ok;nk;;;;;;;
859;Simikic Gordana - Nezavisni Kandidat;Simikic Gordana - Nezavisni Kandidat;independent;;;nk;;;;;;;
860;Simovic Momcilo;Simovic Momcilo;independent;;;nk;;;;;;;
862;Sisman Zaim;Sisman Zaim;independent;;;nk;;;;;;;
863;Skrebic Milanko - Nezavisni Kandidat;Skrebic Milanko - Nezavisni Kandidat;independent;;;nk;;;;;;;
865;Slavko Lukic;Slavko Lukic;independent;;;nk;;;;;;;
866;Slavko Plavsic;Slavko Plavsic;independent;;;nk;;;;;;;
867;Sliskovic Mario - Neovisni Kandidat;Sliskovic Mario - Neovisni Kandidat;independent;;;nk;;;;;;;
869;Sljivar Vojo;Sljivar Vojo;independent;;;nk;;;;;;;
870;Slobodan Jotic;Slobodan Jotic;independent;;;nk;;;;;;;
871;Smajic Zijad - Nezavisni Kandidat;Smajic Zijad - Nezavisni Kandidat;independent;;;nk;;;;;;;
872;Smajl Satorovic;Smajl Satorovic;independent;;;nk;;;;;;;
873;Smajlovic-heric Enisa - Nezavisni Kandidat;Smajlovic-heric Enisa - Nezavisni Kandidat;independent;;;nk;;;;;;;
874;Smajo Dzeko;Smajo Dzeko;independent;;;nk;;;;;;;
875;Smiljic Zeljko;Smiljic Zeljko;independent;;;nk;;;;;;;
898;Sojic Dragoslav - Nezavisni Kandidat;Sojic Dragoslav - Nezavisni Kandidat;independent;;;nk;;;;;;;
900;Spaic Davor;Spaic Davor;independent;;;nk;;;;;;;
902;Spasojevic Dragan;Spasojevic Dragan;independent;;;nk;;;;;;;
907;Sretko Curovic;Sretko Curovic;independent;;;nk;;;;;;;
939;Stajic Dusko - Nezavisni Kandidat;Stajic Dusko - Nezavisni Kandidat;independent;;;nk;;;;;;;
940;Stanic Aleksandar - Nezavisni Kandidat;Stanic Aleksandar - Nezavisni Kandidat;independent;;;nk;;;;;;;
941;Stefanjuk Marija - Nezavisni Kandidat;Stefanjuk Marija - Nezavisni Kandidat;independent;;;nk;;;;;;;
942;Stefanovic Nemanja - Nezavisni Kandidat;Stefanovic Nemanja - Nezavisni Kandidat;independent;;;nk;;;;;;;
943;Stevanovic Obren - Nezavisni Kandidat;Stevanovic Obren - Nezavisni Kandidat;independent;;;nk;;;;;;;
944;Stiblik Andrej;Stiblik Andrej;independent;;;nk;;;;;;;
945;Stiblik Renato;Stiblik Renato;independent;;;nk;;;;;;;
946;Stipe Alpeza;Stipe Alpeza;independent;;;nk;;;;;;;
947;Stipe Hrkac;Stipe Hrkac;independent;;;nk;;;;;;;
948;Stipo Curkovic;Stipo Curkovic;independent;;;nk;;;;;;;
949;Stipo Curkovic - Rade;Stipo Curkovic - Rade;independent;;;nk;;;;;;;
950;Stojan Grebovnic;Stojan Grebovnic;independent;;;nk;;;;;;;
951;Stojanka Dzino;Stojanka Dzino;independent;;ok;nk;;;;;;;
952;Stojanovic Milko - Nezavisni Kandidat;Stojanovic Milko - Nezavisni Kandidat;independent;;;nk;;;;;;;
997;Stupar Dragan;Stupar Dragan;independent;;;nk;;;;;;;
998;Stupar Zeljko - Nezavisni Kandidat;Stupar Zeljko - Nezavisni Kandidat;independent;;;nk;;;;;;;
999;Suad Burzic;Suad Burzic;independent;;;nk;;;;;;;
1000;Sulejmani Kurtis - Nezavisni Kandidat;Sulejmani Kurtis - Nezavisni Kandidat;independent;;;nk;;;;;;;
1002;Suljic Alaga - Nezavisni Kandidat;Suljic Alaga - Nezavisni Kandidat;independent;;;nk;;;;;;;
1003;Suljic Mehmed - Nezavisni Kandidat;Suljic Mehmed - Nezavisni Kandidat;independent;;;nk;;;;;;;
1004;Suljic Sadik - Nezavisni Kandidat;Suljic Sadik - Nezavisni Kandidat;independent;;;nk;;;;;;;
1008;Svrakic Muhamed - Nezavisni Kandidat;Svrakic Muhamed - Nezavisni Kandidat;independent;;;nk;;;;;;;
1009;Tadic Aleksandar - Nezavisni Kandidat;Tadic Aleksandar - Nezavisni Kandidat;independent;;;nk;;;;;;;
1010;Tahir Hamzic - Nezavisni Kandidat;Tahir Hamzic - Nezavisni Kandidat;independent;;;nk;;;;;;;
1011;Taraba Vlado - Nezavisni Kandidat;Taraba Vlado - Nezavisni Kandidat;independent;;;nk;;;;;;;
1013;Teljigovic Dino - Nezavisna Lista - Za Moj Grad;Teljigovic Dino - Nezavisna Lista - Za Moj Grad;independent;;;nk;;;;;;;
1014;Terzic Rade - Nezavisni Kandidat;Terzic Rade - Nezavisni Kandidat;independent;;;nk;;;;;;;
1015;Tesic Dragan - Nezavisni Kandidat;Tesic Dragan - Nezavisni Kandidat;independent;;;nk;;;;;;;
1017;Tin Zdilar;Tin Zdilar;independent;;;nk;;;;;;;
1018;Todor Micic;Todor Micic;independent;;;nk;;;;;;;
1019;Todorovic Darko - Nezavisni Kandidat;Todorovic Darko - Nezavisni Kandidat;independent;;;nk;;;;;;;
1020;Tomasevic Nedeljko - Nezavisni Kandidat;Tomasevic Nedeljko - Nezavisni Kandidat;independent;;;nk;;;;;;;
1021;Tomic Milos - Nezavisni Kandidat;Tomic Milos - Nezavisni Kandidat;independent;;;nk;;;;;;;
1022;Tomislav Ivankovic;Tomislav Ivankovic;independent;;;nk;;;;;;;
1023;Tomislav Tomic;Tomislav Tomic;independent;;;nk;;;;;;;
1024;Tomo Udovicic;Tomo Udovicic;independent;;;nk;;;;;;;
1025;Toni Crnjac;Toni Crnjac;independent;;;nk;;;;;;;
1026;Topalovic Borislav;Topalovic Borislav;independent;;;nk;;;;;;;
1027;Trebinje Nas Grad;Trebinje Nas Grad;independent;;;nk;;;;;;;
1028;Trivo Tanasic;Trivo Tanasic;independent;;;nk;;;;;;;
1040;Uduc Alenka - Nezavisni Kandidat;Uduc Alenka - Nezavisni Kandidat;independent;;;nk;;;;;;;
1048;Urosevic Zarko - Nezavisni Kandidat;Urosevic Zarko - Nezavisni Kandidat;independent;;;nk;;;;;;;
1049;Vailije Prelic;Vailije Prelic;independent;;;nk;;;;;;;
1050;Vasiljevic Dorde - Nezavisni Kandidat;Vasiljevic Dorde - Nezavisni Kandidat;independent;;;nk;;;;;;;
1052;Velagic Ibro - Nezavisni Kandidat;Velagic Ibro - Nezavisni Kandidat;independent;;;nk;;;;;;;
1053;Velibor Dazic;Velibor Dazic;independent;;;nk;;;;;;;
1054;Velimir Dordic;Velimir Dordic;independent;;;nk;;;;;;;
1057;Veselinovic Zoran - Nezavisni Kandidat;Veselinovic Zoran - Nezavisni Kandidat;independent;;;nk;;;;;;;
1058;Vesna Alpeza;Vesna Alpeza;independent;;;nk;;;;;;;
1059;Vidan Radulovic;Vidan Radulovic;independent;;;nk;;;;;;;
1060;Vidojevic Alma;Vidojevic Alma;independent;;;nk;;;;;;;
1061;Vinko Curo;Vinko Curo;independent;;;nk;;;;;;;
1062;Vinko Krizan;Vinko Krizan;independent;;;nk;;;;;;;
1063;Visca Mehmedalija - Dalaga;Visca Mehmedalija - Dalaga;independent;;;nk;;;;;;;
1065;Vladimir Kordanovic;Vladimir Kordanovic;independent;;;nk;;;;;;;
1066;Vlado Kasagic;Vlado Kasagic;independent;;;nk;;;;;;;
1067;Vlado Leckovic;Vlado Leckovic;independent;;;nk;;;;;;;
1068;Vlajko Sokic;Vlajko Sokic;independent;;;nk;;;;;;;
1069;Volim Tuzlu;Volim Tuzlu;independent;;;nk;;;;;;;
1070;Voro Vukovica;Voro Vukovica;independent;;;nk;;;;;;;
1071;Vozi Misko;Vozi Misko;independent;;;nk;;;;;;;
1072;Vrhovnik Alojz - Vjeko;Vrhovnik Alojz - Vjeko;independent;;;nk;;;;;;;
1073;Vucic Matea - Neovisni Kandidat;Vucic Matea - Neovisni Kandidat;independent;;;nk;;;;;;;
1074;Vuckovic Aleksandra Tomislav;Vuckovic Aleksandra Tomislav;independent;;;nk;;;;;;;
1075;Vuckovic Obrad;Vuckovic Obrad;independent;;;nk;;;;;;;
1077;Vukmirovic Dusan;Vukmirovic Dusan;independent;;;nk;;;;;;;
1087;Zajim Ahmetspahic;Zajim Ahmetspahic;independent;;;nk;;;;;;;
1088;Zarko Vojinovic;Zarko Vojinovic;independent;;;nk;;;;;;;
1097;Zekic Stefan - Nezavisni Kandidat;Zekic Stefan - Nezavisni Kandidat;independent;;;nk;;;;;;;
1099;Zeljko Vukadin;Zeljko Vukadin;independent;;;nk;;;;;;;
1101;Zenunovic Rifat - Nezavisni Kandidat;Zenunovic Rifat - Nezavisni Kandidat;independent;;;nk;;;;;;;
1102;Zerajic Borislav;Zerajic Borislav;independent;;;nk;;;;;;;
1103;Zijad Karic;Zijad Karic;independent;;;nk;;;;;;;
1104;Zijad Latic;Zijad Latic;independent;;;nk;;;;;;;
1105;Zivak Mitrovic;Zivak Mitrovic;independent;;;nk;;;;;;;
1106;Zivko Vincic;Zivko Vincic;independent;;;nk;;;;;;;
1107;Zoran Tesic;Zoran Tesic;independent;;;nk;;;;;;;
1108;Zunic Suvad;Zunic Suvad;independent;;;nk;;;;;;;
386;Istocno Bosanska Stranka (ibs);Istocno Bosanska Stranka (IBS);Istocno Bosanska Stranka (IBS);;;nk;;;;;;;
392;Izbjeglicka Stranka Rs;Izbjeglicka Stranka RS;Izbjeglicka Stranka RS;"""Refugee party""";;nk;;;;;;;
