year,district.name,district.id,party,votes.in.municipality,votes.out.municipality,seats,control sum
2000,Teslic,74,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",98,1100,2,
2000,Teslic,74,Socijalisticka Partija Republike Srpske,3833,91,6,
2000,Teslic,74,Nova Hrvatska Inicijativa (NHI),95,588,1,
2000,Teslic,74,SNSD - Milorad Dodik,1377,64,2,
2000,Teslic,74,Demokratsko Patriotska Stranka Republike Srpske,18,2,0,
2000,Teslic,74,PDP RS - Mladen Ivanic,945,28,2,
2000,Teslic,74,Seljacka Stranka - Gordana Vidovnic,47,2,0,
2000,Teslic,74,Za Kralja i Otadzbinu - Narodna Radikalna Stranka,65,33,0,
2000,Teslic,74,SDS - Srpska Demokratska Stranka,9121,194,14,
2000,Teslic,74,BOSS - Bosanska Stranka,13,12,0,
2000,Zepce,75,LBO BiH,10,2,0,
2000,Zepce,75,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,705,155,4,
2000,Zepce,75,HDZBiH-Hrvatska Demokratska Zajednica BiH,9,113,0,
2000,Zepce,75,Stranka za Bosnu i Hercegovinu,613,199,3,
2000,Zepce,75,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",38,12,0,
2000,Zepce,75,Hrvatski Demokrscani,0,0,0,
2000,Zepce,75,Nova Hrvatska Inicijativa (NHI),6,40,0,
2000,Zepce,75,DS Penzionera BiH,65,5,0,
2000,Zepce,75,SNSD - Milorad Dodik,3,24,0,
2000,Zepce,75,Seljacka Stranka - Gordana Vidovnic,2,1,0,
2000,Zepce,75,Hrvatska Stranka Prava (HSP),4,0,0,
2000,Zepce,75,HSS BiH,1,6,0,
2000,Zepce,75,Bosanskohercegovacka Patriotska Stranka - BPS,17,1,0,
2000,Zepce,75,Radnicka Demokratska Partija - Bosne i Hercegovine,2,0,0,
2000,Zepce,75,Stranka Demokratske Akcije - SDA,2621,424,12,
2000,Zepce,75,BOSS - Bosanska Stranka,23,2,0,
2000,Zavidovici,77,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,128,10,0,
2000,Zavidovici,77,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,4886,258,10,
2000,Zavidovici,77,Stranka za Bosnu i Hercegovinu,2735,169,5,
2000,Zavidovici,77,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",344,22,1,
2000,Zavidovici,77,Demokratski Liberalni Centar BiH (DLC BiH),13,2,0,
2000,Zavidovici,77,Nova Hrvatska Inicijativa (NHI),183,88,1,
2000,Zavidovici,77,DS Penzionera BiH,259,29,1,
2000,Zavidovici,77,SNSD - Milorad Dodik,20,50,0,
2000,Zavidovici,77,SPP - BiH - Stranka Privrednog Prosperiteta BiH,62,13,0,
2000,Zavidovici,77,Bosanskohercegovacka Patriotska Stranka - BPS,300,9,1,
2000,Zavidovici,77,Stranka Penzionera F BiH,436,15,1,
2000,Zavidovici,77,Radnicka Demokratska Partija - Bosne i Hercegovine,47,6,0,
2000,Zavidovici,77,Stranka Demokratske Akcije - SDA,5799,242,11,
2000,Zavidovici,77,BOSS - Bosanska Stranka,63,7,0,
2000,Banovici,78,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,8,0,0,
2000,Banovici,78,Dr. Mustafa Ikic,34,6,0,
2000,Banovici,78,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,3431,228,7,
2000,Banovici,78,HDZBiH-Hrvatska Demokratska Zajednica BiH,50,8,0,
2000,Banovici,78,Stranka za Bosnu i Hercegovinu,734,34,2,
2000,Banovici,78,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",168,4,0,
2000,Banovici,78,Demokratski Liberalni Centar BiH (DLC BiH),485,25,1,
2000,Banovici,78,DS Penzionera BiH,193,14,0,
2000,Banovici,78,Demokratska Stranka Invalida BiH (D.S.I. BiH),36,1,0,
2000,Banovici,78,BH DA,55,5,0,
2000,Banovici,78,Partija Pravog Puta BiH,5,0,0,
2000,Banovici,78,Nova Bosna ,4,0,0,
2000,Banovici,78,Bosanskohercegovacka Patriotska Stranka - BPS,39,5,0,
2000,Banovici,78,Muslimanska Bosnjacka Organizacija Bosne i Hercegovine,42,2,0,
2000,Banovici,78,Radnicka Demokratska Partija - Bosne i Hercegovine,4,5,0,
2000,Banovici,78,Stranka Demokratske Akcije - SDA,4637,127,10,
2000,Banovici,78,BOSS - Bosanska Stranka,75,5,0,
2000,Zivinice,79,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,64,3,0,
2000,Zivinice,79,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,8577,296,15,
2000,Zivinice,79,HDZBiH-Hrvatska Demokratska Zajednica BiH,538,27,1,
2000,Zivinice,79,Stranka za Bosnu i Hercegovinu,1667,78,3,
2000,Zivinice,79,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",483,10,1,
2000,Zivinice,79,Hrvatski Demokrscani,8,1,0,
2000,Zivinice,79,Demokratski Liberalni Centar BiH (DLC BiH),229,8,0,
2000,Zivinice,79,DS Penzionera BiH,684,10,1,
2000,Zivinice,79,Demokratska Stranka Invalida BiH (D.S.I. BiH),19,0,0,
2000,Zivinice,79,Demokrati Bosne i Herzegovine,15,1,0,
2000,Zivinice,79,BH DA,26,0,0,
2000,Zivinice,79,Ujedinjena HSP,7,0,0,
2000,Zivinice,79,Partija Pravog Puta BiH,12,0,0,
2000,Zivinice,79,Nova Bosna ,31,4,0,
2000,Zivinice,79,Bosanskohercegovacka Patriotska Stranka - BPS,298,4,0,
2000,Zivinice,79,Radnicka Demokratska Partija - Bosne i Hercegovine,6,1,0,
2000,Zivinice,79,Stranka Demokratske Akcije - SDA,5441,198,9,
2000,Zivinice,79,BOSS - Bosanska Stranka,114,5,0,
2000,Kalesija,80,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,57,10,0,
2000,Kalesija,80,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,4010,230,10,
2000,Kalesija,80,Stranka za Bosnu i Hercegovinu,779,89,2,
2000,Kalesija,80,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",298,32,1,
2000,Kalesija,80,Sehic Sead Seha,107,9,0,
2000,Kalesija,80,DS Penzionera BiH,296,13,1,
2000,Kalesija,80,Demokrati Bosne i Herzegovine,10,1,0,
2000,Kalesija,80,Partija Pravog Puta BiH,30,2,0,
2000,Kalesija,80,Nova Bosna ,17,2,0,
2000,Kalesija,80,Bosanskohercegovacka Patriotska Stranka - BPS,118,8,0,
2000,Kalesija,80,Radnicka Demokratska Partija - Bosne i Hercegovine,56,9,0,
2000,Kalesija,80,Stranka Demokratske Akcije - SDA,4121,426,11,
2000,Kalesija,80,BOSS - Bosanska Stranka,57,4,0,
2000,Kalesija/Osmaci,81,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,1,6,0,
2000,Kalesija/Osmaci,81,SNS - Biljana Plavsic,546,7,3,
2000,Kalesija/Osmaci,81,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,8,48,0,
2000,Kalesija/Osmaci,81,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",9,71,0,
2000,Kalesija/Osmaci,81,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",64,883,5,
2000,Kalesija/Osmaci,81,Socijalisticka Partija Republike Srpske,240,12,1,
2000,Kalesija/Osmaci,81,DS Penzionera BiH,0,3,0,
2000,Kalesija/Osmaci,81,SNSD - Milorad Dodik,146,5,1,
2000,Kalesija/Osmaci,81,SDS - Srpska Demokratska Stranka,1123,35,7,
2000,Kalesija/Osmaci,81,BOSS - Bosanska Stranka,1,3,0,
2000,Sapna,82,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,40,3,0,
2000,Sapna,82,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,559,101,2,
2000,Sapna,82,Stranka za Bosnu i Hercegovinu,667,76,3,
2000,Sapna,82,Bosanskohercegovacka Patriotska Stranka - BPS,123,12,1,
2000,Sapna,82,Radnicka Demokratska Partija - Bosne i Hercegovine,8,1,0,
2000,Sapna,82,Stranka Demokratske Akcije - SDA,2065,197,9,
2000,Zvornik,83,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,1,70,0,
2000,Zvornik,83,Radikalna Stranka Republike Srpske,137,8,0,
2000,Zvornik,83,Pensionerska Stranka Republike Srpske,100,11,0,
2000,Zvornik,83,SNS - Biljana Plavsic,6971,46,6,
2000,Zvornik,83,Narodna Radikalna Stranka RS,464,7,0,
2000,Zvornik,83,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,56,2400,2,
2000,Zvornik,83,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",0,50,0,
2000,Zvornik,83,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",59,6193,6,
2000,Zvornik,83,Narodna Stranka Republike Srpske,104,1,0,
2000,Zvornik,83,Socijalisticka Partija Republike Srpske,3502,69,3,
2000,Zvornik,83,Srpski Pokret Obnove (SPO),342,6,0,
2000,Zvornik,83,SNSD - Milorad Dodik,2105,63,2,
2000,Zvornik,83,PDP RS - Mladen Ivanic,945,18,1,
2000,Zvornik,83,Seljacka Stranka - Gordana Vidovnic,27,0,0,
2000,Zvornik,83,Spasojevic Dragan,952,12,1,
2000,Zvornik,83,SDS - Srpska Demokratska Stranka,10234,146,9,
2000,Zvornik,83,Demokratska Stranka RS,1367,44,1,
2000,Zvornik,83,Bosanskohercegovacka Patriotska Stranka - BPS,0,49,0,
2000,Zvornik,83,Radnicka Demokratska Partija - Bosne i Hercegovine,3,28,0,
2000,Zvornik,83,BOSS - Bosanska Stranka,6,25,0,
2000,Bosansko Grahovo/Grahovo,84,Zavicajni Socijaldemokrati Rs I Bih (stranka Drvarcana),9,137,2,
2000,Bosansko Grahovo/Grahovo,84,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,20,55,1,
2000,Bosansko Grahovo/Grahovo,84,HDZBiH-Hrvatska Demokratska Zajednica BiH,47,12,1,
2000,Bosansko Grahovo/Grahovo,84,Socijalisticka Partija Republike Srpske,189,424,7,
2000,Bosansko Grahovo/Grahovo,84,SNSD - Milorad Dodik,64,213,3,
2000,Bosansko Grahovo/Grahovo,84,Seljacka Stranka - Gordana Vidovnic,11,92,1,
2000,Glamoc,85,Zavicajni Socijaldemokrati Rs I Bih (stranka Drvarcana),10,316,2,
2000,Glamoc,85,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,27,40,0,
2000,Glamoc,85,HDZBiH-Hrvatska Demokratska Zajednica BiH,545,18,4,
2000,Glamoc,85,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",255,344,4,
2000,Glamoc,85,Socijalisticka Partija Republike Srpske,21,378,3,
2000,Glamoc,85,Nova Hrvatska Inicijativa (NHI),43,1,0,
2000,Glamoc,85,SNSD - Milorad Dodik,21,299,2,
2000,Glamoc,85,Hrvatska Stranka Prava (HSP),30,3,0,
2000,Glamoc,85,SPP - BiH - Stranka Privrednog Prosperiteta BiH,3,13,0,
2000,Sipovo,88,Radikalna Stranka Republike Srpske,5,1,0,
2000,Sipovo,88,SNS - Biljana Plavsic,414,6,2,
2000,Sipovo,88,SPAS - Srpska Patriotska Stranka,12,0,0,
2000,Sipovo,88,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,28,143,1,
2000,Sipovo,88,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",9,343,1,
2000,Sipovo,88,Socijalisticka Partija Republike Srpske,1807,42,7,
2000,Sipovo,88,Srpski Pokret Obnove (SPO),201,7,1,
2000,Sipovo,88,SNSD - Milorad Dodik,1360,37,5,
2000,Sipovo,88,PDP RS - Mladen Ivanic,307,4,1,
2000,Sipovo,88,Zena BiH,1,3,0,
2000,Sipovo,88,Seljacka Stranka - Gordana Vidovnic,7,0,0,
2000,Sipovo,88,Za Kralja i Otadzbinu - Narodna Radikalna Stranka,17,0,0,
2000,Sipovo,88,SDS - Srpska Demokratska Stranka,1869,60,7,
2000,Sipovo,88,BOSS - Bosanska Stranka,1,5,0,
2000,Donji Vakuf,89,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,2492,333,9,
2000,Donji Vakuf,89,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",165,17,1,
2000,Donji Vakuf,89,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",3111,281,11,
2000,Donji Vakuf,89,Demokrati Bosne i Herzegovine,80,16,0,
2000,Donji Vakuf,89,Bosanskohercegovacka Patriotska Stranka - BPS,37,1,0,
2000,Donji Vakuf,89,Radnicka Demokratska Partija - Bosne i Hercegovine,15,2,0,
2000,Donji Vakuf,89,BOSS - Bosanska Stranka,28,2,0,
2000,Travnik,91,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,4305,264,6,
2000,Travnik,91,HDZBiH-Hrvatska Demokratska Zajednica BiH,4252,967,7,
2000,Travnik,91,Stranka Narodnog Izmirenja (SNI),10,7,0,
2000,Travnik,91,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",469,39,1,
2000,Travnik,91,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",10533,349,15,
2000,Travnik,91,HKDU - BiH,51,14,0,
2000,Travnik,91,Nova Hrvatska Inicijativa (NHI),1051,364,2,
2000,Travnik,91,Zena BiH,11,2,0,
2000,Travnik,91,Bosanskohercegovacka Patriotska Stranka - BPS,191,3,0,
2000,Travnik,91,Radnicka Demokratska Partija - Bosne i Hercegovine,15,4,0,
2000,Travnik,91,BOSS - Bosanska Stranka,100,5,0,
2000,Zenica,93,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,45,5,0,
2000,Zenica,93,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,18074,593,13,
2000,Zenica,93,HDZBiH-Hrvatska Demokratska Zajednica BiH,1548,306,1,
2000,Zenica,93,Stranka za Bosnu i Hercegovinu,5401,130,4,
2000,Zenica,93,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",224,14,0,
2000,Zenica,93,Stranka Ujedinjenih Muslimana BiH,95,6,0,
2000,Zenica,93,Republikanska Stranka BiH,119,3,0,
2000,Zenica,93,Demokratski Liberalni Centar BiH (DLC BiH),236,29,0,
2000,Zenica,93,HKDU - BiH,10,14,0,
2000,Zenica,93,Nova Hrvatska Inicijativa (NHI),380,58,0,
2000,Zenica,93,DS Penzionera BiH,1013,39,1,
2000,Zenica,93,Demokratska Stranka Invalida BiH (D.S.I. BiH),75,4,0,
2000,Zenica,93,SNSD - Milorad Dodik,83,209,0,
2000,Zenica,93,Demokrati Bosne i Herzegovine,57,1,0,
2000,Zenica,93,BH DA,86,1,0,
2000,Zenica,93,Demokratska Narodna Zajednica BiH - DNZ BiH,67,2,0,
2000,Zenica,93,Zena BiH,116,2,0,
2000,Zenica,93,Hrvatska Stranka Prava (HSP),35,6,0,
2000,Zenica,93,dipl. ing. Hasan (Husein) Kreho,25,5,0,
2000,Zenica,93,Nova Bosna,10,1,0,
2000,Zenica,93,SPP - BiH - Stranka Privrednog Prosperiteta BiH,235,10,0,
2000,Zenica,93,Bosanskohercegovacka Patriotska Stranka - BPS,714,12,1,
2000,Zenica,93,Muslimanska Bosnjacka Organizacija Bosne i Hercegovine,222,12,0,
2000,Zenica,93,Stranka Penzionera F BiH,870,39,1,
2000,Zenica,93,Radnicka Demokratska Partija - Bosne i Hercegovine,68,1,0,
2000,Zenica,93,Stranka Demokratske Akcije - SDA,12943,280,10,
2000,Zenica,93,BOSS - Bosanska Stranka,448,6,0,
2000,Kakanj,94,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,6168,284,12,
2000,Kakanj,94,HDZBiH-Hrvatska Demokratska Zajednica BiH,753,595,2,
2000,Kakanj,94,Stranka za Bosnu i Hercegovinu,1473,62,3,
2000,Kakanj,94,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",244,14,0,
2000,Kakanj,94,Demokratski Liberalni Centar BiH (DLC BiH),52,27,0,
2000,Kakanj,94,Nova Hrvatska Inicijativa (NHI),135,55,0,
2000,Kakanj,94,DS Penzionera BiH,279,10,1,
2000,Kakanj,94,Demokrati Bosne i Herzegovine,31,1,0,
2000,Kakanj,94,BH DA,24,0,0,
2000,Kakanj,94,Ferid Neimarlija,57,7,0,
2000,Kakanj,94,SPP - BiH - Stranka Privrednog Prosperiteta BiH,50,3,0,
2000,Kakanj,94,Radnicka Demokratska Partija - Bosne i Hercegovine,25,0,0,
2000,Kakanj,94,Stranka Demokratske Akcije - SDA,5993,221,12,
2000,Kakanj,94,BOSS - Bosanska Stranka,48,0,0,
2000,Vares,95,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,1726,108,6,
2000,Vares,95,HDZBiH-Hrvatska Demokratska Zajednica BiH,796,322,3,
2000,Vares,95,Stranka za Bosnu i Hercegovinu,200,8,1,
2000,Vares,95,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",17,0,0,
2000,Vares,95,Hrvatska Stranka Prava (HSP),2,0,0,
2000,Vares,95,Republikanska Stranka BiH,22,0,0,
2000,Vares,95,Nova Hrvatska Inicijativa (NHI),582,200,2,
2000,Vares,95,DS Penzionera BiH,70,1,0,
2000,Vares,95,Fadila Turki,20,4,0,
2000,Vares,95,Nova Bosna,2,0,0,
2000,Vares,95,HSS BiH,98,90,1,
2000,Vares,95,Bosanskohercegovacka Patriotska Stranka - BPS,292,8,1,
2000,Vares,95,Stranka Demokratske Akcije - SDA,2026,61,7,
2000,Vares,95,BOSS - Bosanska Stranka,13,0,0,
2000,Olovo,96,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,1560,128,7,
2000,Olovo,96,HDZBiH-Hrvatska Demokratska Zajednica BiH,16,23,0,
2000,Olovo,96,Stranka za Bosnu i Hercegovinu,1978,42,8,
2000,Olovo,96,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",36,3,0,
2000,Olovo,96,Demokratski Liberalni Centar BiH (DLC BiH),48,1,0,
2000,Olovo,96,Zena BiH,12,2,0,
2000,Olovo,96,Nova Bosna,21,1,0,
2000,Olovo,96,Stranka Penzionera F BiH,189,8,1,
2000,Olovo,96,Radnicka Demokratska Partija - Bosne i Hercegovine,2,0,0,
2000,Olovo,96,Stranka Demokratske Akcije - SDA,2098,90,9,
2000,Olovo,96,BOSS - Bosanska Stranka,22,2,0,
2000,Kladanj,98,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,7,5,0,
2000,Kladanj,98,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,1632,79,8,
2000,Kladanj,98,Stranka za Bosnu i Hercegovinu,774,35,4,
2000,Kladanj,98,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",327,16,2,
2000,Kladanj,98,Demokratski Liberalni Centar BiH (DLC BiH),42,6,0,
2000,Kladanj,98,Mazalovic A Adem - ADO,227,17,1,
2000,Kladanj,98,DS Penzionera BiH,264,4,1,
2000,Kladanj,98,Demokratska Stranka Invalida BiH (D.S.I. BiH),38,5,0,
2000,Kladanj,98,BH DA,17,1,0,
2000,Kladanj,98,Nova Bosna,17,1,0,
2000,Kladanj,98,SPP - BiH - Stranka Privrednog Prosperiteta BiH,123,6,1,
2000,Kladanj,98,Bosanskohercegovacka Patriotska Stranka - BPS,297,8,2,
2000,Kladanj,98,Muslimanska Bosnjacka Organizacija Bosne i Hercegovine,32,1,0,
2000,Kladanj,98,Radnicka Demokratska Partija - Bosne i Hercegovine,7,0,0,
2000,Kladanj,98,Stranka Demokratske Akcije - SDA,1247,36,6,
2000,Kladanj,98,BOSS - Bosanska Stranka,17,2,0,
2000,Sekovici,101,SNS - Biljana Plavsic,381,11,2,
2000,Sekovici,101,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",5,30,0,
2000,Sekovici,101,Narodna Stranka Republike Srpske,41,0,0,
2000,Sekovici,101,Socijalisticka Partija Republike Srpske,538,10,2,
2000,Sekovici,101,Srpski Pokret Obnove (SPO),183,12,1,
2000,Sekovici,101,SNSD - Milorad Dodik,625,19,3,
2000,Sekovici,101,PDP RS - Mladen Ivanic,515,10,2,
2000,Sekovici,101,Seljacka Stranka - Gordana Vidovnic,21,0,0,
2000,Sekovici,101,SDS - Srpska Demokratska Stranka,1811,23,7,
2000,Sekovici,101,BOSS - Bosanska Stranka,1,4,0,
2000,Vlasenica,103,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,5,16,0,
2000,Vlasenica,103,Radikalna Stranka Republike Srpske,317,12,1,
2000,Vlasenica,103,SNS - Biljana Plavsic,398,19,1,
2000,Vlasenica,103,SPAS - Srpska Patriotska Stranka,96,2,0,
2000,Vlasenica,103,LBO BiH,0,6,0,
2000,Vlasenica,103,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,14,426,1,
2000,Vlasenica,103,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",0,9,0,
2000,Vlasenica,103,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",31,2391,6,
2000,Vlasenica,103,Socijalisticka Partija Republike Srpske,223,21,1,
2000,Vlasenica,103,Koalicija za Ralja i Otadzbinu,18,2,0,
2000,Vlasenica,103,SNSD - Milorad Dodik,453,19,1,
2000,Vlasenica,103,PDP RS - Mladen Ivanic,572,18,2,
2000,Vlasenica,103,Seljacka Stranka - Gordana Vidovnic,27,0,0,
2000,Vlasenica,103,SDS - Srpska Demokratska Stranka,4268,138,12,
2000,Vlasenica,103,Bosanskohercegovacka Patriotska Stranka - BPS,6,44,0,
2000,Vlasenica,103,BOSS - Bosanska Stranka,2,23,0,
2000,Bratunac,104,KNS-Zastite Ljudskih Prava Boraca i Gradana-Pravde I Morala - BH,1,91,0,
2000,Bratunac,104,Pensionerska Stranka Republike Srpske,106,1,0,
2000,Bratunac,104,SNS - Biljana Plavsic,1007,16,2,
2000,Bratunac,104,SPAS - Srpska Patriotska Stranka,91,4,0,
2000,Bratunac,104,LBO BiH,0,5,0,
2000,Bratunac,104,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,16,618,1,
2000,Bratunac,104,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",1,32,0,
2000,Bratunac,104,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",57,4299,9,
2000,Bratunac,104,Socijalisticka Partija Republike Srpske,914,30,2,
2000,Bratunac,104,Srpski Pokret Obnove (SPO),41,4,0,
2000,Bratunac,104,Koalicija za Ralja i Otadzbinu,67,7,0,
2000,Bratunac,104,SNSD - Milorad Dodik,1902,26,4,
2000,Bratunac,104,Demokratsko Patriotska Stranka Republike Srpske,52,0,0,
2000,Bratunac,104,Zena BiH,0,18,0,
2000,Bratunac,104,Seljacka Stranka - Gordana Vidovnic,22,4,0,
2000,Bratunac,104,SDS - Srpska Demokratska Stranka,6804,49,13,
2000,Bratunac,104,Bosanskohercegovacka Patriotska Stranka - BPS,4,123,0,
2000,Bratunac,104,BOSS - Bosanska Stranka,11,33,0,
2000,Livno,106,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,910,367,3,
2000,Livno,106,HDZBiH-Hrvatska Demokratska Zajednica BiH,8137,333,20,
2000,Livno,106,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",25,0,0,
2000,Livno,106,Hrvatski Demokrscani,42,1,0,
2000,Livno,106,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",1062,267,3,
2000,Livno,106,HKDU - BiH,164,11,0,
2000,Livno,106,Nova Hrvatska Inicijativa (NHI),349,26,1,
2000,Livno,106,Hrvatska Stranka Prava (HSP),541,49,1,
2000,Livno,106,HSS BiH,1039,28,3,
2000,Kupres,107,HDZBiH-Hrvatska Demokratska Zajednica BiH,1057,148,11,
2000,Kupres,107,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",14,202,2,
2000,Kupres,107,HKDU - BiH,67,12,1,
2000,Kupres,107,HSS BiH,240,36,3,
2000,Kurpes/Srpski Kupres,108,SNS - Biljana Plavsic,36,5,2,
2000,Kurpes/Srpski Kupres,108,Socijalisticka Partija Republike Srpske,58,1,3,
2000,Kurpes/Srpski Kupres,108,SDS - Srpska Demokratska Stranka,93,14,6,
2000,Bugojno,109,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,3385,457,8,
2000,Bugojno,109,HDZBiH-Hrvatska Demokratska Zajednica BiH,1052,1708,6,
2000,Bugojno,109,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",199,37,0,
2000,Bugojno,109,Hrvatski Demokrscani,19,14,0,
2000,Bugojno,109,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",6349,512,15,
2000,Bugojno,109,HKDU - BiH,15,25,0,
2000,Bugojno,109,Nova Hrvatska Inicijativa (NHI),184,208,1,
2000,Bugojno,109,BH-HCSP,1,10,0,
2000,Bugojno,109,Demokrati Bosne i Herzegovine,42,9,0,
2000,Bugojno,109,SPP - BiH - Stranka Privrednog Prosperiteta BiH,98,6,0,
2000,Bugojno,109,Bosanskohercegovacka Patriotska Stranka - BPS,167,25,0,
2000,Bugojno,109,BOSS - Bosanska Stranka,35,4,0,
2000,Gornji Vakuf,110,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,1300,210,5,
2000,Gornji Vakuf,110,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",23,1,0,
2000,Gornji Vakuf,110,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",4815,645,17,
2000,Gornji Vakuf,110,Zena BiH,27,4,0,
2000,Gornji Vakuf,110,Bosanskohercegovacka Patriotska Stranka - BPS,197,20,1,
2000,Gornji Vakuf,110,BOSS - Bosanska Stranka,29,3,0,
2000,Novi Travnik,111,LBO BiH,25,1,0,
2000,Novi Travnik,111,SDP - Socijaldemokratska Partija Bosne i Hercegovine - Socijaldemokrati,2700,223,6,
2000,Novi Travnik,111,HDZBiH-Hrvatska Demokratska Zajednica BiH,2531,279,6,
2000,Novi Travnik,111,"LGK-Liberalno-Gradanska Koalicija BiH (Liberali BiH, GDS BiH)",105,10,0,
2000,Novi Travnik,111,Hrvatski Demokrscani,18,5,0,
2000,Novi Travnik,111,"Savez za Cjelovitu i Demokratsku Bosnu I  Hercegovinu (SDA BiH, S BiH)",3125,88,7,
2000,Novi Travnik,111,Nova Hrvatska Inicijativa (NHI),1035,107,3,
2000,Novi Travnik,111,Hrvatska Stranka Prava (HSP),598,48,1,
